ItemCode;ItemProviderCode;Description;CreationDate;IsActive;FILTRO PER TIPO;COLLAUDO         MESE     ANNO;;REVISIONE MESE   ANNO;;Intervento Richiesto;Provenienza;Destinazione;prog. Scheda;StateId;DataUltima Movimentazione;OperatoreUltimoMovimento;NOTE O PROBLEMI
1603;CSQ;EP6CE;;;6;;;9;21;;MORICHINI 32;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
1604;CSQ;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL M;;USO;15/03/2022;RI;
1605;;EP6CE;;;6;;;3;21;;AMMIRAGLI 119 - 121;CRESCENZIO 91;;USO;15/04/2021;RI;
1606;MOBIAK;EP6CE;;;6;;;9;20;;LUCCA 16;;;USO;28/09/2020;S;
1607;CSQ;EP6CE;;;6;;;3;21;;AMMIRAGLI 119 - 121;CRESCENZIO 91;;USO;15/04/2021;RI;
1608;CSQ;EP6CE;;;6;;;11;21;;ARCA 26;TOR PAGNOTTA 302;;USO;17/11/2021;RI;
1609;;EP6CE;;;6;;;6;21;;;RUSPOLI 64;;USO;15/06/2021;RI;
1610;CSQ;EP6CE;;;6;;;4;21;;ARCA 26;26 SETTEMBRE 1963;;USO;04/05/2021;RI;
1611;CSQ;EP6CE;;;6;;;5;18;;COOP VESSILLO;MANASSEI 77;;USO;23/05/2018;;
1612;MOBIAK;EP6CE;;;6;;;9;21;;MISTRETTA;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
1613;;EP6CE;;;6;;;9 ;21;;AMMIRAGLI 119 - 121;ARCA 26;;USO;11/10/2021;RI;
1614;;EP6CE;;;6;;;9 ;21;;AMMIRAGLI 119 - 121;ARCA 26;;USO;11/10/2021;RI;
1615;CSQ;EP6CE;;;6;;;9 ;21;;AMMIRAGLI 119 - 121;ARCA 26;;USO;11/10/2021;RI;
1616;;EP6CE;;;6;;;12;22;;COMET GEN 23;MERVELLI 6 - EDIFICIO 1;;USO;25/01/2023;S;COMET GEN 23 - Cambio estintore con omologo A1
1617;CSQ;EP6CE;;;6;;;2;18;;;SIGNORINI 2-GENOCCHI 6;;USO;21/03/2018;;
1618;CSQ;EP6CE;;;6;;;9 ;21;;AMMIRAGLI 119 - 121;ARCA 26;;USO;11/10/2021;RI;
1619;CSQ;EP6CE;;;6;;;9 ;21;;MONTANELLI 15;ARCA 26;;USO;11/10/2021;RI;
1620;CSQ;EP6CE;;;6;;;9 ;21;;AMMIRAGLI 119 - 121;ARCA 26;;USO;11/10/2021;RI;
1621;CSQ;EP6CE;;;6;;;9 ;21;;MONTANELLI 15;LEGA LOMBARDA 8;;USO;14/10/2021;RI;
1622;CSQ;EP6CE;;;6;;;9 ;21;;MENGOTTI 39;VASI 18;;USO;14/10/2021;RI;
1623;EMME;EP6CE;;;6;;;3;21;;AMMIRAGLI 119 - 121;ALBANO 80;;USO;16/12/2021;RI;
1624;;EP6CE;;;6;;;9 ;21;;RISERVE;ARCA 26;;USO;11/10/2021;RI;
1625;EMME;EP6CE;;;6;;;2;18;;;SIGNORINI 10-16;;USO;21/03/2018;;
1626;CSQ;EP6CE;;;6;;;3;21;;AMMIRAGLI 119 - 121;ARCA 26;;USO;12/04/2021;RI;
1627;Air;EP6CE;;;6;;;2;18;;OJETTI 392 PAL A/B;SIGNORINI 10-16;;USO;21/03/2018;F;
1628;CSQ;EP6CE;;;6;;;9;21;;DUCHESSA DI GALERIA 8;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
1629;;EP6CE;;;6;;;12;22;;COMET GEN 23;MERVELLI 6 - EDIFICIO 1;;USO;25/01/2023;S;COMET GEN 23 - Cambio estintore con omologo A1
1630;CSQ;EP6CE;;;6;;;2;18;;MEDAGLIE D'ORO 169;SIGNORINI 2-GENOCCHI 6;;USO;21/03/2018;;
1631;CSQ;EP6CE;;;6;;;9 ;21;;RISERVE;ARCA 26;;USO;11/10/2021;RI;
1632;CSQ;EP6CE;;;6;;;12;21;;;DE MICHELI 52;;USO;04/01/2022;RI;
1633;CSQ;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL M;;USO;15/03/2022;RI;
1634;Air;EP6CE;;;6;;;11;21;;ARCA 26;EDIFICIO 3;;USO;16/11/2021;RI;
1635;CSQ;EP6CE;;;6;;;4;18;;AMMIRAGLI 119-121;INZAGO 65/67;;USO;26/04/2018;;
1636;CSQ;EP6CE;;;6;;;11;21;;ARCA 26;CLAUDIA 1;;USO;17/11/2021;RI;
1637;CSQ;EP6CE;;;6;;;6;21;;MOSSA DEI BARBERI 2B;POGGIOLI 4;;USO;25/06/2021;RI;
1638;CSQ;EP6CE;;;6;;;9;21;;PICCAGLI 13;FEDELISSIMA;;USO;16/09/2021;RI;
1639;CSQ;EP6CE;;;6;;;11;21;;ARCA 26;26 SETTEMBRE 1963;;USO;29/11/2021;GIO;
1640;CSQ;EP6CE;;;6;;;4;18;;AMMIRAGLI 119-121;INZAGO 65/67;;USO;26/04/2018;;
1641;EMME;EP6CE;;;6;;;4;21;;ARCA 26;26 SETTEMBRE 1963;;USO;04/05/2021;RI;
1642;CSQ;EP6CE;;;6;;;11;21;;ARCA 26;26 SETTEMBRE 1963;;USO;29/11/2021;GIO;
1643;CSQ;EP6CE;;;6;;;11;21;;ARCA 26;26 SETTEMBRE 1963;;USO;29/11/2021;GIO;
1644;CSQ;EP6CE;;;6;;;6;21;;CLAUDIA 1;MORICHINI 32;;USO;25/06/2021;RI;
1645;CSQ;EP6CE;;;6;;;4;21;;ARCA 26;TUOZZI 35;;USO;05/05/2021;RI;
1646;CSQ;EP6CE;;;6;;;4;18;;SIGNORINI 10-16;INZAGO 65/67;;USO;26/04/2018;;
1647;CSQ;EP6CE;;;6;;;4;18;;AMMIRAGLI 119/121;INZAGO 65/67;;USO;26/04/2018;G;
1648;CSQ;EP6CE;;;6;;;6;21;;MOSSA DEI BARBERI 2B;MORICHINI 32;;USO;25/06/2021;RI;
1649;CSQ;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL M;;USO;15/03/2022;RI;
1650;CSQ;EP6CE;;;6;;;6;21;;RUSPOLI 64;DUCHESSA DI GALERIA 8;;USO;08/07/2021;RI;
1651;CSQ;EP6CE;;;6;;;9;19;;QUERINI 1;REMIGIO;;USO;31/01/2020;;
1652;CSQ;EP6CE;;;6;;;4;18;;AMMIRAGLI 119/121;INZAGO 65/67;;USO;26/04/2018;F;
1653;CSQ;EP6CE;;;6;;;3;22;;MEUCCI 23;CELSO 3;;USO;06/04/2022;RI;"REV CSQ 12/21: Depressurizzato alla consegna
REV CSQ 2/22: Depressurizzato alla consegna"
1654;;EP6CE;;;6;;;7;22;;DA PROCIDA 7D;MOMA;;USO;23/08/2022;G;REV CSQ 11/21: Depressurizzato dopo 6 mesi
1655;CSQ;EP6CE;;;6;;;11;21;;ARCA 26;MEUCCI 23;;USO;06/12/2021;RI;
1656;CSQ;EP6CE;;;6;;;1;23;;CONCA D'ORO 221;BLOCCO GARAGE;;USO;15/02/2023;S;
1657;CSQ;EP6CE;;;6;;;1;23;;RISERVA;GUICCIOLI 15;;USO;10/03/2023;S;
1658;CSQ;EP6CE;;;6;;;12;21;;MEUCCI 23;TEHERAN 15;;USO;10/01/2022;GIO;
1659;CSQ;EP6CE;;;6;;;1;23;;CONCA D'ORO 221;BLOCCO GARAGE;;USO;15/02/2023;S;
1660;RACK;EP6CE;;;6;;;12;21;;EDIFICIO 3;DE MICHELI 52;;USO;04/01/2022;RI;
1661;CSQ;EP6CE;;;6;;;6;18;;INZAGO 65 /67;BERTOSSI 6-8/TENCA 8;;USO;03/07/2018;;
1662;CSQ;EP6CE;;;6;;;2;22;;RISERVE;LA PINETINA PALAZZINA N;;USO;14/03/2022;RI;REV CSQ 6/21: Depressurizzato dopo 6 mesi
1663;CSQ;EP6CE;;;6;;;5;18;;INZAGO 65 /67;DEL LUNGO 38;;USO;05/06/2018;;
1664;CSQ;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL M;;USO;15/03/2022;RI;
1665;RACK;EP6CE;;;6;;;9;21;;INSULAE ;FEDELISSIMA;;USO;16/09/2021;RI;
1666;RACK;EP6CE;;;6;;;5;18;;MOSSA DEI BARBERI 2B;DEL LUNGO 38;;USO;05/06/2018;;
1667;RACK;EP6CE;;;6;;;9 ;21;;RISERVE;ARCA 26;;USO;11/10/2021;RI;
1668;CSQ;EP6CE;;;6;;;9;18;;VITTORINI 82;MENGOTTI 44;;USO;18/09/2018;F;
1669;GIBI;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL M;;USO;15/03/2022;RI;
1670;CSQ;EP6CE;;;6;;;11;21;;BIOLCHINI 7;MEUCCI 23;;USO;06/12/2021;RI;
1671;GIBI;EP6CE;;;6;;;11;21;;AMMIRAGLI 119 - 121;ALBANO 80;;USO;17/12/2021;RI;
1672;GIBI;EP6CE;;;6;;;9;21;;INSULAE ;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
1673;CSQ;EP6CE;;;6;;;5;18;;MOSSA DEI BARBERI 2B;DEL LUNGO 38;;USO;05/06/2018;;
1674;CSQ;EP6CE;;;6;;;11;21;;ENEA 87;ALBANO 80;;USO;17/12/2021;RI;
1675;;EP6CE;;;6;;;5;22;;;ALLIEVO 93/97;;USO;17/05/2022;RI;
1676;CSQ;EP6CE;;;6;;;9;20;;MUZIO SCEVOLA 28;VIGNA PIA 121;;USO;30/09/2020;RI;
1677;CSQ;EP6CE;;;6;;;9;18;;DA PROCIDA 7 D;DA PROCIDA 7 D;;USO;13/12/2018;G;
1678;CSQ;EP6CE;;;6;;;2;22;;DA PROCIDA 7 D;LA PINETINA PAL N;;USO;15/03/2022;RI;
1679;;EP6CE;;;6;;;4;23;;LORENZONI 20;FAVRETTO 9/11;28 DI MAG;USO;04/05/2023;A;
1680;;EP6CE;;;6;;;4;23;;LORENZONI 20;FAVRETTO 9/11;28 DI MAG;USO;04/05/2023;A;
1681;;EP6CE;;;6;;;9;21;;RISERVE;VERGARI PNEUMATICI;;USO;21/09/2021;RI;
1682;CSQ;EP6CE;;;6;;;6;18;;D'OVIDIO 15/19;BERTOSSI 2-4;;USO;03/07/2018;G;
1683;;EP6CE;;;6;;;4;23;;LORENZONI 20;SAN CALLISTO;29 DI MAG;USO;04/05/2023;A;
1684;AIR;EP6CE;;;6;;;6;22;;GALLO 36;PICCAGLI 13;;USO;07/07/2022;RI;
1685;CSQ;EP6CE;;;6;;;6;22;;QUERINI 1;NEMEA 7;;USO;07/07/2022;RI;
1686;;EP6CE;;;6;;;6;22;;QUERINI 1;FORTE TRIONFALE 38;;USO;07/07/2022;RI;
1687;;EP6CE;;;6;;;6;22;;QUERINI 1;FORTE TRIONFALE 38;;USO;07/07/2022;RI;
1688;;EP6CE;;;6;;;6;22;;QUERINI 1;DE MICHELI 52;;USO;04/07/2022;RI;
1689;;EP6CE;;;6;;;6;22;;BONDI 41;DE MICHELI 52;;USO;04/07/2022;RI;
1690;;EP6CE;;;6;;;6;19;;ARCA 42;CESAREO 48;;USO;03/07/2019;GIO;
1691;CSQ;EP6CE;;;6;;;11;21;;ARCA 26;ALBANO 80;;USO;17/12/2021;RI;
1692;;EP6CE;;;6;;;11;21;;ARCA 26;VERMICINO 4;;USO;13/12/2021;RI;
1693;CSQ;EP6CE;;;6;;;9;20;;TORQUATO MANLIO 50;VIGNA PIA 121;;USO;30/09/2020;RI;
1694;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;MONTI PARIOLI 43;;USO;20/03/2023;S;
1695;SAP;EP6CE;;;6;;;3;23;;AMENDOLA 96;PADOVA 56;;USO;22/03/2023;S;
1696;;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;LORENZONI 20;;USO;03/04/2023;S;
1697;AIR;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;LORENZONI 20;;USO;03/04/2023;S;
1698;MOBIAK;EP6CE;;;6;;;4;23;;BLOCCO GARAGE;ADRIATICO 180;;USO;14/04/2023;S;
1699;;EP6CE;;;6;;;1;20;;MERULANA 215;TO COM 1 - BACK;;USO;06/02/2023;G;
1700;;EP6CE;;;6;;;2;22;;PORRO 1 BIS;TO COM 1 - BACK;;USO;15/03/2022;RI;
1701;CSQ;EP6CE;;;6;;;11;21;;COOP VESSILLO;TO COM 1 - BACK;;USO;13/12/2021;RI;
1702;CSQ;EP6CE;;;6;;;9;21;;BLOCCO GARAGE;MONTANELLI 15;;USO;10/09/2021;RI;
1703;CSQ;EP6CE;;;6;;;11;21;;LEGA LOMBARDA 8;VERMICINO 4;;USO;13/12/2021;RI;
1704;CSQ;EP6CE;;;6;;;12;21;;TOR PAGNOTTA 302;DE MICHELI 52;;USO;04/01/2022;RI;
1705;CSQ;EP6CE;;;6;;;12;22;;AMENDOLA 96;MERULANA 215;;USO;01/02/2023;S;
1706;CSQ;EP6CE;;;6;;;12;22;;AMENDOLA 96;MERULANA 215;;USO;01/02/2023;S;
1707;CSQ;EP6CE;;;6;;;12;22;;ARCA 26;CONDOMINIO DUE- S. Giovanni in Argentella 139;;USO;17/01/2023;S;REV CSQ 3/21: Depressurizzato dopo 19 mesi. 
1708;;EP6CE;;;6;;;7;20;;POMPEO NERI 6\10;PELLATI 60;;USO;21/09/2020;RI;REV CSQ 1/20: Depressurizzato dopo 6 mesi
1709;VIC ST;EP6CE;;;6;;;4;18;;LUXURY HOUSE ROMA;INZAGO 65/67;;USO;26/04/2018;;
1710;MOBIAK;EP6CE;;;6;;;12;21;;26 SETTEMBRE 1963;DE MICHELI 52;;USO;04/01/2022;RI;
1711;MOBIAK;EP6CE;;;6;;;11;21;;BERNERI 11;PORRO 1 BIS;;USO;17/12/2021;RI;
1712;MOBIAK;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL N;;USO;15/03/2022;RI;
1713;CSQ;EP6CE;;;6;;;1;23;R;RISERVA;STUDIO RAVEGNANI;;USO;14/02/2023;S;"REV COM 1/23: NON C'E' ETICHETTA
REV CSQ 2/22: Depressurizzato alla consegna
REV CSQ 5/22: Depressurizzato dopo 7 mesi"
1714;MOBIAK;EP6CE;;;6;;;12;21;;26 SETTEMBRE 1963;DE MICHELI 52;;USO;04/01/2022;RI;
1715;CSQ;EP6CE;;;6;;;9;21;;PICCAGLI 13;MONTANELLI 15;;USO;10/09/2021;RI;
1716;CSQ;EP6CE;;;6;;;6;21;;TUOZZI 35;INSULAE;;USO;25/06/2021;RI;
1717;UNIV;EP6CE;;;6;;;;;;TRASTEVERE 166/172;CASSIANI 21;;USO;25/11/2018;RI;
1718;CSQ;EP6CE;;;6;;;12;21;;26 SETTEMBRE 1963;DE MICHELI 52;;USO;04/01/2022;RI;
1719;UNIV;EP6CE;;;6;;;;;;MANNA ERNESTO;CASSIANI 21;;USO;25/11/2018;RI;
1720;CSQ;EP6CE;;;6;;;;;;BERTOSSI 2/4;CASSIANI 21;;USO;25/11/2018;;
1721;CSQ;EP6CE;;;6;;;3;22;;CAMPO BRUNO SC C;VIGNA PIA 32;;USO;11/04/2022;RI;
1722;;EP6CE;;;6;;;5;23;;DE BLASI 26;VILLA SEVERINI 56 - VALDAGNO 6;;USO;22/05/2023;S;R COM 5/23
1723;CSQ;EP6CE;;;6;;;6;21;;CRESCENZIO 91;INSULAE;;USO;25/06/2021;RI;
1724;CSQ;EP6CE;;;6;;;6;21;;RISERVA;DA PROCIDA 7 D;;USO;30/06/2021;GIO;
1725;;EP6CE;;;6;;;5;23;;DE BLASI 26;VILLA SEVERINI 56 - VALDAGNO 6;;USO;22/05/2023;S;R COM 5/23
1726;CSQ;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL N;;USO;15/03/2022;RI;
1727;CSQ;EP6CE;;;6;;;6;18;;26 SETTEMBRE 1963;BERTOSSI 6-8/TENCA 8;;USO;03/07/2018;GIO;
1728;CSQ;EP6CE;;;6;;;6;18;;26 SETTEMBRE 1963;BERTOSSI 6-8/TENCA 8;;USO;03/07/2018;F;
1729;;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL N;;USO;15/03/2022;RI;
1730;CSQ;EP6CE;;;6;;;6;22;;SANTA SECONDA 47 PALAZZINA A;TEHERAN 15;;USO;12/07/2022;RI;
1731;CSQ;EP6CE;;;6;;;6;21;;RISERVA;EFESO 35/43;;USO;08/07/2021;RI;
1732;CSQ;EP6CE;;;6;;;11;20;;;MINGAZZINI 5;;USO;16/12/2020;RI;
1733;CSQ;EP6CE;;;6;;;7;20;;VIGNA STELLUTI 157;TO COM 1 - BACK;;USO;06/02/2023;G;
1734;CSQ;EP6CE;;;6;2;16;7;20;;VILLA SEVERINI;VIGNA STELLUTI 157;;USO;12/08/2020;RI;
1735;GIBI;EP6CE;;;6;;;;;;ARCA 26;CASSIANI 21;;USO;25/11/2018;F;
1736;CSQ;EP6CE;;;6;;;;;;ARCA 26;CASSIANI 21;;USO;25/11/2018;;
1737;CSQ;EP6CE;;;6;;;7;18;;ARCA 26;MEDAGLIE D'ORO 169;;USO;24/07/2018;;
1738;CSQ;EP6CE;;;6;;;11;21;;BANCHI NUOVI 36;DIVISIONE TORINO 60;;USO;04/01/2022;RI;
1739;CSQ;EP6CE;;;6;;;;;;ARCA 26;MANASSEI 77;;USO;22/11/2018;F;
1740;;EP6CE;;;6;;;2;22;;DE MICHELI 52;LA PINETINA PAL N;;USO;15/03/2022;RI;
1741;CSQ;EP6CE;;;6;;;9;21;;NEMEA 7;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
1742;;EP6CE;;;6;;;11;21;;PINTO 22;DIVISIONE TORINO 60;;USO;04/01/2022;RI;
1743;MB;EP6CE;;;6;;;9;21;;FLAMINIA 727;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
1744;;EP6CE;;;6;;;3;22;;SANZENO 20;SANTA SECONDA 57 Pal. A;;USO;12/12/2022;S;"REV CSQ MAR 21 e depressurizzato dopo 1 anno
REV CSQ MAR 22"
1745;MB;EP6CE;;;6;;;2;22;;DE MICHELI 52;MONTECASSIANO 40;;USO;04/03/2022;RI;
1746;MOBIAK;EP6CE;;;6;;;7;18;;ARCA 26;OJETTI 392 PAL C;;USO;27/07/2018;;
1747;;EP6CE;;;6;;;1;19;;ARCA 26;VITTORINI 82;;USO;28/01/2019;GIO;
1748;CIODUE;EP6CE;;;6;;;1;19;;ARCA 26;VITTORINI 82;;USO;28/01/2019;RI;
1749;;EP6CE;;;6;;;1;19;;ARCA 26;VITTORINI 82;;USO;28/01/2019;GIO;
1750;CIODUE;EP6CE;;;6;;;10;22;;VERGARI PNEUMATICI;AMENDOLA 96;;USO;16/11/2022;S;
1751;;EP6CE;;;6;;;10;22;;VERGARI PNEUMATICI;AMENDOLA 96;;USO;16/11/2022;S;
1752;;EP6CE;;;6;;;3;22;;DE MICHELI 52;PAVIA 110;;USO;06/04/2022;RI;
1753;CIODUE;EP6CE;;;6;;;12;22;;GIGLIOZZI 127;ACQUEDOTTO DEL PESCHIERA 40;;USO;02/02/2023;S;
1754;CSQ;EP6CE;;;6;;;4;23;;ENEA 58;DE CAROLIS 90;;USO;19/04/2023;S;
1755;CSQ;EP6CE;;;6;;;12;22;;AMENDOLA 96;FANELLA 39;;USO;09/02/2023;S;
1756;CIODUE;EP6CE;;;6;;;7;22;;CASAL BIANCO;ORSA MAGGIORE 111;;USO;31/08/2022;S;
1757;CIODUE;EP6CE;;;6;;;12;22;;AMENDOLA 96;MERVELLI 6 - EDIFICIO 1;;USO;25/01/2023;S;
1758;CIODUE;EP6CE;;;6;;;12;22;;AMENDOLA 96;MERVELLI 6 - EDIFICIO 1;;USO;25/01/2023;S;
1759;CIODUE;EP6CE;;;6;;;4;23;;VASI 20;DE CAROLIS 90;;USO;19/04/2023;S;
1760;CIODUE;EP6CE;;;6;;;5;22;;VIGNA PIA 32;QUERINI 1;;USO;06/06/2022;RI;
1761;CIODUE;EP6CE;;;6;;;12;12;;POLEUR;CITTA' DI CASCIA 31;;USO;14/12/2022;S;
1762;FAS;EP6CE;;;6;;;12;12;;VALLE DELLA STORTA 71C;CITTA' DI CASCIA 31;;USO;14/12/2022;S;
1763;CSQ;EP6CE;;;6;;;10;22;;GOZZADINI 72;GIGLIOZZI 127;;USO;02/11/2022;S;
1764;FAS;EP6CE;;;6;;;12;12;;VALLE DELLA STORTA 71C;CITTA' DI CASCIA 31;;USO;14/12/2022;S;
1765;CIODUE;EP6CE;;;6;;;9;19;;CALENZIO 21;AUTORIMESSA SIGNORINI;;USO;17/09/2019;F;
1766;CIODUE;EP6CE;;;6;;;5;22;;VIGNA PIA 32;GIGLIOZZI 127;;USO;11/05/2022;RI;
1767;CIODUE;EP6CE;;;6;;;9;22;;ORSA MAGGIORE 111;VILLA ALESSANDRA;;USO;16/11/2022;S;
1768;CIODUE;EP6CE;;;6;;;6;22;;POLEUR;DE MICHELI 52;;USO;04/07/2022;RI;
1769;;EP6CE;;;6;;;9;19;;TEHERAN 15 SC 11 C1;PAPINIANO 59;;USO;20/09/2019;GIO;
1770;FAS;EP6CE;;;6;;;12;12;;VALLE DELLA STORTA 71C;CITTA' DI CASCIA 31;;USO;14/12/2022;S;
1771;;EP6CE;;;6;;;1;23;;CITTA' DI CASCIA;BLOCCO GARAGE;;USO;15/02/2023;S;
1772;FAS;EP6CE;;;6;;;12;12;;VALLE DELLA STORTA 71C;CITTA' DI CASCIA 31;;USO;14/12/2022;S;
1773;CIODUE;EP6CE;;;6;;;12;12;;GIURECONSULTI 27;CITTA' DI CASCIA 31;;USO;14/12/2022;S;
1774;CIODUE;EP6CE;;;6;;;1;23;;CITTA' DI CASCIA;BLOCCO GARAGE;;USO;15/02/2023;S;
1775;CIODUE;EP6CE;;;6;;;1;23;;CITTA' DI CASCIA;BLOCCO GARAGE;;USO;15/02/2023;S;
1776;CIODUE;EP6CE;;;6;;;5;22;;SANZENO 19;QUERINI 1;;USO;06/06/2022;RI;
1777;CIODUE;EP6CE;;;6;;;6;22;;POLEUR;DE MICHELI 52;;USO;04/07/2022;RI;
1778;CSQ;EP6CE;;;6;;;5;22;;SANTA BIBBIANA;QUERINI 1;;USO;06/06/2022;RI;
1779;CSQ;EP6CE;;;6;;;4;19;;PAPINIANO 59;SANTA BIBBIANA;;USO;19/04/2019;GIO;
1780;CIODUE;EP6CE;;;6;;;1;23;;CITTA' DI CASCIA;BLOCCO GARAGE;;USO;15/02/2023;S;
1781;CSQ;EP6CE;;;6;;;1;23;;CITTA' DI CASCIA;BLOCCO GARAGE;;USO;15/02/2023;S;
1782;CSQ;EP6CE;;;6;;;10;22;;ROCCAPORENA 18;CONTEA & PARTENERS;;USO;03/11/2022;S;
1783;CSQ;EP6CE;;;6;;;1;23;;CITTA' DI CASCIA;BLOCCO GARAGE;;USO;15/02/2023;S;
1784;CSQ;EP6CE;;;6;;;6;22;;MARLIANO 4;DE MICHELI 52;;USO;04/07/2022;RI;
1785;SICURENET;EP6CE;;;6;;;6;22;;MARLIANO 4;DE MICHELI 52;;USO;04/07/2022;RI;
1786;SICURENET;EP6CE;;;6;;;7;22;;TRISSINO 8 SC B;ROCCAPORENA 8/20;;USO;26/09/2022;S;
1787;SICURENET;EP6CE;;;6;;;2;23;;SYSTEM PROJECT ;MANCINI 8;;USO;06/03/2023;S;
1788;SICURENET;EP6CE;;;6;;;6;22;;MARLIANO 4;DE MICHELI 52;;USO;04/07/2022;RI;
1789;;EP6CE;;;6; ;;7;22;;;GOZZADINI 74;;USO;28/09/2022;S;
1790;;EP6CE;;;6; ;;7;22;;;GOZZADINI 72;;USO;28/09/2022;S;
1791;SICURENET;EP6CE;;;6;;;7;22;;ODERISI DA GUBBIO 198/200;GOZZADINI 72;;USO;28/09/2022;S;
1792;SICURENET;EP6CE;;;6;;;3;23;;SERLUPI 13;LORENZONI 20;;USO;03/04/2023;S;
1793;;EP6CE;;;6;;;12;12;;STAZIONE S.PIETRO 16;SYSTEM PROJECT ;;USO;20/12/2022;S;
1794;CSQ;EP6CE;;;6;;;6;22;;NERVI 2 ;DE MICHELI 52;;USO;04/07/2022;RI;
1795;;EP6CE;;;6;;;5;22;;SANTA BIBBIANA;QUERINI 1;;USO;06/06/2022;RI;
1796;CSQ;EP6CE;;;6;;;4;19;;LA PINETINA PAL L ;SANTA BIBBIANA;;USO;19/04/2019;G;
1797;CSQ;EP6CE;;;6;;;3;23;;SERLUPI 13;DE BLASI 26;;USO;07/04/2023;S;
1798;;EP6CE;;;6;;;5;22;;SANTA BIBBIANA;MONTPELLIER 25;;USO;06/06/2022;RI;
1799;CSQ;EP6CE;;;6;;;3;23;;SERLUPI 13;DE BLASI 26;;USO;07/04/2023;S;
1800;;EP6CE;;;6;;;7;22;;DA PROCIDA 7D;GOZZADINI 72;;USO;28/09/2022;S;
1801;CSQ;EP6CE;;;6;;;7;22;;SYSTEM PROJECT ;GOZZADINI 72;;USO;28/09/2022;S;
1802;CSQ;EP6CE;;;6;;;7;22;;VIGEVANO 11;GOZZADINI 72;;USO;28/09/2022;S;
1803;CSQ;EP6CE;;;6;;;3;23;;SERLUPI 13;CRUTO 34;;USO;07/04/2023;S;
1804;CSQ;EP6CE;;;6;;;7;19;;LA PINETINA PAL L ;PIAVE 2;;USO;11/07/2019;G;
1805;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;CASSIA 486;;USO;24/03/2023;S;
1806;CSQ;EP6CE;;;6;;;10;22;;ROCCAPORENA 18;POLEUR;;USO;04/11/2022;S;
1807;CSQ;EP6CE;;;6;;;3;23;R;BLOCCO GARAGE;AMBULATORIO VETERINARIO FARNESE;;USO;24/03/2023;G;
1808;CSQ;EP6CE;;;6;;;7;19;;;PIAVE 2;;USO;11/07/2019;GIO;
1809;CSQ;EP6CE;;;6;;;1;23;;CAMPANI 83;BLOCCO GARAGE;;USO;15/02/2023;S;
1810;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;CRUTO 34;;USO;07/04/2023;S;
1811;CSQ;EP6CE;;;6;;;5;22;;CAMPANI 83;GIGLIOZZI 127;;USO;11/05/2022;RI;
1812;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;CRUTO 34;;USO;07/04/2023;S;
1813;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;CAPPELLI 18;;USO;18/04/2023;S;
1814;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;BORGHESANO LUCCHESE 24;;USO;11/04/2023;S;
1815;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;DE BLASI 26;;USO;07/04/2023;S;
1816;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;TUSCOLANA 670;;USO;28/03/2023;S;
1817;CSQ;EP6CE;;;6;;;9;22;;LA PINETINA PAL N;AMENDOLA 96;;USO;16/11/2022;S;
1818;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;TUSCOLANA 670;;USO;28/03/2023;S;
1819;CSQ;EP6CE;;;6;;;5;22;;CAMPANI 83;TELEDOMUS II;;USO;11/05/2022;RI;
1820;CSQ;EP6CE;;;6;;;4;21;;REVOLTELLA 108;MENDOLA 119;;USO;10/05/2021;RI;
1821;CSQ;EP6CE;;;6;;;1;23;;RISERVA;TARTANE 75;;USO;07/02/2023;S;"REV CSQ 1/19: Depressurizzato dopo 1 anno
REV CSQ 1/20: Depressurizzato dopo 34 mesi"
1822;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;ENEA 58;;USO;27/03/2023;S;
1823;CSQ;EP6CE;;;6;;;3;23;;BLOCCO GARAGE;EURIALO 80;;USO;27/03/2023;S;
